房源编号,城市,区,方位,房屋名,大小,租赁方式,朝向,月租,计费方式,几室,几厅,几卫,入住,租期,看房,所在楼层,总楼层,电梯,车位,用水,用电,燃气,采暖
BAOJI2565187704627404800,宝鸡,金台区,新福路,豪城天下D区,189㎡,整租,南/北,2500元/月,,5室,3厅,2卫,随时入住,暂无数据,需提前预约,低楼层,7层,无,暂无数据,民水,民电,有,集中供暖
BAOJI2483214554994319360,宝鸡,渭滨区,火车站,建厂小区,152㎡,整租,南/西,1600元/月,,3室,2厅,2卫,随时入住,暂无数据,需提前预约,高楼层,7层,无,暂无数据,民水,暂无数据,有,集中供暖
BAOJI2559353689168936960,宝鸡,渭滨区,火车站,话北小区,53㎡,整租,北,650元/月,,2室,1厅,1卫,随时入住,暂无数据,需提前预约,中楼层,7层,无,暂无数据,民水,民电,有,集中供暖
BAOJI2529482080644513792,宝鸡,金台区,上马营,上马营华苑北区,46㎡,整租,南/北,700元/月,,1室,1厅,1卫,随时入住,暂无数据,需提前预约,中楼层,5层,无,暂无数据,民水,民电,有,集中供暖
BAOJI2547117134942060544,宝鸡,金台区,上马营,上馬营東二小區,42㎡,整租,南/北,400元/月,,2室,1厅,0卫,随时入住,暂无数据,需提前预约,高楼层,4层,无,暂无数据,暂无数据,暂无数据,有,自采暖
BAOJI2551982875608629248,宝鸡,渭滨区,石坝河,石鼓天玺台,53㎡,整租,南/北,1600元/月,,1室,1厅,1卫,随时入住,暂无数据,需提前预约,低楼层,28层,有,暂无数据,民水,民电,有,集中供暖
BAOJI2520821146216038400,宝鸡,渭滨区,高新区,世纪景元,100㎡,整租,南,800元/月,,2室,2厅,2卫,随时入住,2年以内,需提前预约,低楼层,31层,有,暂无数据,民水,民电,有,集中供暖
BAOJI2548528118864281600,宝鸡,金台区,西关,宝福路49号院,55㎡,整租,南/北,800元/月,,2室,1厅,1卫,随时入住,暂无数据,需提前预约,高楼层,7层,无,暂无数据,民水,暂无数据,有,集中供暖
BAOJI2542492134297583616,宝鸡,渭滨区,姜谭路,宝管二区,55㎡,整租,南/北,700元/月,,2室,1厅,1卫,随时入住,暂无数据,需提前预约,高楼层,5层,无,暂无数据,暂无数据,暂无数据,有,集中供暖
BAOJI2545402856652152832,宝鸡,渭滨区,石坝河,龙山雅居,54㎡,整租,南,900元/月,,1室,1厅,1卫,随时入住,暂无数据,需提前预约,中楼层,18层,有,暂无数据,民水,民电,有,集中供暖
BAOJI2551496582474235904,宝鸡,渭滨区,火车站,陕建七公司家属院,55㎡,整租,南,500元/月,季付价,3室,0厅,1卫,随时入住,暂无数据,需提前预约,中楼层,5层,无,暂无数据,暂无数据,暂无数据,有,集中供暖
BAOJI2523017064252719104,宝鸡,金台区,上马营,宝鸡卷烟厂家属院,56㎡,整租,南,700元/月,,1室,1厅,1卫,随时入住,暂无数据,需提前预约,中楼层,17层,有,暂无数据,暂无数据,暂无数据,有,集中供暖
BAOJI2555561676871041024,宝鸡,渭滨区,桥南,火炬路一号小区,73㎡,整租,南/北,800元/月,,2室,1厅,1卫,随时入住,暂无数据,一般下班后可看,中楼层,7层,无,暂无数据,民水,民电,有,集中供暖
BAOJI2539014858033340416,宝鸡,渭滨区,桥南,广元路8号院,100㎡,整租,南/北,1000元/月,半年付价,2室,2厅,1卫,随时入住,1年以内,需提前预约,低楼层,7层,无,暂无数据,民水,民电,有,集中供暖
BAOJI2493378564817698816,宝鸡,渭滨区,桥南,盛华大厦,253㎡,整租,东南,4800元/月,,5室,3厅,3卫,随时入住,2年以内,需提前预约,高楼层,23层,有,暂无数据,民水,民电,有,集中供暖
BAOJI2486194449491959808,宝鸡,渭滨区,高新区,阳光上东,148㎡,整租,东/南,1600元/月,,3室,1厅,2卫,随时入住,暂无数据,需提前预约,高楼层,16层,有,暂无数据,民水,民电,有,集中供暖
BAOJI2524047108172939264,宝鸡,渭滨区,高新区,水木清華,120㎡,整租,南,1600元/月,,2室,2厅,2卫,随时入住,暂无数据,需提前预约,低楼层,16层,有,暂无数据,民水,民电,有,集中供暖
BAOJI2513003982675247104,宝鸡,金台区,三迪,三迪国际公寓,73㎡,整租,北,1500元/月,半年付价,2室,1厅,1卫,随时入住,1年以内,需提前预约,低楼层,25层,有,租用车位,民水,民电,无,集中供暖
BAOJI2517172301192511488,宝鸡,渭滨区,高新区,水木清華,44㎡,整租,南,1800元/月,,2室,1厅,1卫,随时入住,暂无数据,需提前预约,高楼层,16层,有,暂无数据,民水,民电,有,集中供暖
BAOJI2525333043342737408,宝鸡,渭滨区,高新区,阳光上东,128㎡,整租,南,1800元/月,,3室,2厅,2卫,随时入住,暂无数据,需提前预约,高楼层,16层,有,暂无数据,民水,民电,有,集中供暖
BAOJI2486170826182246400,宝鸡,金台区,三迪,三迪国际公寓,73㎡,整租,南,1500元/月,,2室,1厅,1卫,随时入住,暂无数据,需提前预约,中楼层,26层,有,暂无数据,民水,民电,有,集中供暖
BAOJI2487499597434593280,宝鸡,金台区,三迪,三迪国际公寓,73㎡,整租,南/北,1400元/月,,2室,1厅,1卫,随时入住,暂无数据,需提前预约,中楼层,27层,有,暂无数据,民水,民电,无,集中供暖
BAOJI2498437190871695360,宝鸡,渭滨区,高新区,水木清華,102㎡,整租,南,1650元/月,,2室,2厅,1卫,随时入住,暂无数据,需提前预约,中楼层,16层,有,暂无数据,民水,民电,有,集中供暖
BAOJI2563668539177172992,宝鸡,金台区,新福路,豪城天下F区,115㎡,整租,南,2000元/月,,3室,2厅,1卫,随时入住,暂无数据,需提前预约,中楼层,5层,无,租用车位,暂无数据,暂无数据,有,集中供暖
BAOJI2563749764634525696,宝鸡,金台区,三迪,轩苑世家星城二期,133㎡,整租,西南,1700元/月,,2室,2厅,1卫,随时入住,暂无数据,需提前预约,高楼层,34层,无,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据
BAOJI2487701194416865280,宝鸡,金台区,大庆路,天然气总公司东区家属院,136㎡,整租,南,1800元/月,,3室,2厅,1卫,随时入住,暂无数据,需提前预约,高楼层,18层,无,暂无数据,暂无数据,暂无数据,有,集中供暖
BAOJI2536905848442060800,宝鸡,金台区,上马营,中粮国际,112㎡,整租,南,1800元/月,,2室,1厅,1卫,随时入住,暂无数据,一般下班后可看,高楼层,30层,有,暂无数据,民水,民电,有,集中供暖
BAOJI2558505738355867648,宝鸡,渭滨区,火车站,香榭里街区,110㎡,整租,南,2000元/月,,2室,2厅,2卫,随时入住,暂无数据,需提前预约,高楼层,31层,有,暂无数据,民水,民电,有,集中供暖
BAOJI2565693992939560960,宝鸡,渭滨区,火车站,新建路中段15号,95㎡,整租,南,1200元/月,,2室,1厅,1卫,随时入住,暂无数据,一般下班后可看,中楼层,7层,无,暂无数据,民水,民电,有,集中供暖
BAOJI2562868861514809344,宝鸡,渭滨区,高新区,岭秀崎居,185㎡,整租,西南,2500元/月,,4室,2厅,2卫,随时入住,暂无数据,需提前预约,高楼层,3层,无,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据
BAOJI2503497658887847936,宝鸡,金台区,群众路,尚枫嘉苑,60㎡,整租,南,1000元/月,,2室,1厅,2卫,随时入住,暂无数据,需提前预约,高楼层,19层,有,暂无数据,民水,民电,有,集中供暖
BAOJI2563853484109864960,宝鸡,金台区,上马营,钢厂社区家属院东院,65㎡,整租,南/北,750元/月,,2室,1厅,1卫,随时入住,暂无数据,需提前预约,低楼层,7层,无,暂无数据,民水,民电,有,集中供暖
BAOJI2564500746754064384,宝鸡,渭滨区,桥南,中铁一局三公司滨河南路小区,60㎡,整租,南,1000元/月,,2室,1厅,1卫,2020-08-01,暂无数据,需提前预约,低楼层,7层,有,暂无数据,民水,民电,有,集中供暖
BAOJI2502807693673644032,宝鸡,渭滨区,火车站,陕二建家属院,143㎡,整租,西北,1800元/月,半年付价,3室,2厅,2卫,随时入住,1年以内,需提前预约,中楼层,18层,无,暂无数据,暂无数据,暂无数据,暂无数据,集中供暖
BAOJI2508493311644270592,宝鸡,渭滨区,高新区,高新佳园一期,98㎡,整租,南/北,1800元/月,,2室,2厅,1卫,随时入住,暂无数据,需提前预约,中楼层,7层,无,暂无数据,民水,民电,有,集中供暖
BAOJI2512244914272600064,宝鸡,渭滨区,三迪,三迪加州阳光小区,82㎡,整租,南/北,1600元/月,,2室,1厅,1卫,随时入住,2年以内,需提前预约,中楼层,7层,无,租用车位,暂无数据,暂无数据,有,集中供暖
BAOJI2540483983473917952,宝鸡,渭滨区,火车站,陕二建家属院,140㎡,整租,南/北,2600元/月,,3室,2厅,2卫,随时入住,暂无数据,需提前预约,低楼层,18层,无,暂无数据,民水,民电,暂无数据,集中供暖
BAOJI2563575064784011264,宝鸡,金台区,陈仓园,东岭新时代二期,100㎡,整租,西南,2300元/月,年付价,3室,2厅,1卫,随时入住,1年以内,需提前预约,中楼层,32层,有,租用车位,民水,民电,有,集中供暖
BAOJI2564297957641814016,宝鸡,渭滨区,高新区,水韵江南,120㎡,整租,南/北,2500元/月,,3室,2厅,1卫,随时入住,暂无数据,一般下班后可看,中楼层,6层,无,暂无数据,暂无数据,暂无数据,有,集中供暖
BAOJI2564503531352760320,宝鸡,渭滨区,高新区,高新永泰茗苑,193㎡,整租,南,2600元/月,,3室,2厅,2卫,随时入住,暂无数据,只能周末看房,低楼层,7层,无,暂无数据,民水,民电,有,集中供暖
BAOJI2520103592632270848,宝鸡,金台区,,金融广场,125㎡,整租,南,6200元/月,,1室,0厅,0卫,随时入住,暂无数据,需提前预约,高楼层,18层,无,暂无数据,暂无数据,暂无数据,有,集中供暖
BAOJI2490497381427322880,宝鸡,金台区,群众路,消防器材厂家属院,42㎡,整租,西南,500元/月,半年付价,2室,1厅,1卫,随时入住,暂无数据,需提前预约,中楼层,5层,无,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据
BAOJI2535563000300183552,宝鸡,金台区,上马营,宝石东厂社区,40㎡,整租,南/北,500元/月,,1室,1厅,1卫,随时入住,暂无数据,需提前预约,中楼层,7层,无,暂无数据,民水,民电,有,集中供暖
BAOJI2543350852534943744,宝鸡,金台区,上马营,跃进铁路南区,48㎡,整租,南/北,500元/月,,2室,1厅,1卫,随时入住,暂无数据,需提前预约,高楼层,5层,无,暂无数据,暂无数据,暂无数据,有,集中供暖
BAOJI2556486287129853952,宝鸡,金台区,上马营,西铁工程一处家属院,50㎡,整租,南/北,550元/月,,2室,1厅,1卫,随时入住,暂无数据,需提前预约,低楼层,5层,无,暂无数据,民水,民电,有,集中供暖
BAOJI2559283486443970560,宝鸡,渭滨区,石坝河,龙山雅居,53㎡,整租,南/北,900元/月,,1室,1厅,1卫,随时入住,暂无数据,需提前预约,高楼层,30层,有,暂无数据,暂无数据,暂无数据,有,集中供暖
BAOJI2539242597751463936,宝鸡,渭滨区,桥南,陕西二建集团广元路22号院,53㎡,整租,南/北,700元/月,,2室,1厅,1卫,随时入住,暂无数据,需提前预约,高楼层,6层,无,暂无数据,暂无数据,暂无数据,有,集中供暖
BAOJI2506347501037027328,宝鸡,金台区,三迪,轩苑公寓,50㎡,整租,北,1500元/月,,1室,1厅,1卫,随时入住,暂无数据,需提前预约,高楼层,27层,有,暂无数据,民水,民电,无,集中供暖
BAOJI2535385175719165952,宝鸡,渭滨区,桥南,玉泉花园南区,83㎡,整租,南/北,1000元/月,,2室,1厅,1卫,随时入住,暂无数据,需提前预约,高楼层,7层,无,暂无数据,民水,民电,有,集中供暖
BAOJI2547770535807287296,宝鸡,金台区,新福路,五一造纸总厂家属院,59㎡,整租,东南,600元/月,,2室,1厅,1卫,随时入住,暂无数据,需提前预约,高楼层,5层,无,暂无数据,暂无数据,民电,有,集中供暖
BAOJI2546907238463700992,宝鸡,金台区,群众路,百货公司家属院,57㎡,整租,南,650元/月,季付价,2室,1厅,1卫,随时入住,1年以内,需提前预约,高楼层,6层,无,暂无数据,民水,民电,有,集中供暖
BAOJI2531936010091102208,宝鸡,金台区,大庆路,陕棉十二厂西新村小区,64㎡,整租,南/北,650元/月,半年付价,2室,1厅,1卫,随时入住,2年以内,需提前预约,高楼层,6层,无,暂无数据,暂无数据,暂无数据,有,集中供暖
BAOJI2541289754033389568,宝鸡,金台区,上马营,宝石东厂社区,72㎡,整租,南/北,800元/月,,2室,1厅,1卫,随时入住,暂无数据,需提前预约,高楼层,7层,无,暂无数据,暂无数据,暂无数据,有,集中供暖
BAOJI2560193080431222784,宝鸡,金台区,大庆路,宏文路西社区,70㎡,整租,南/北,800元/月,,2室,2厅,1卫,随时入住,暂无数据,需提前预约,高楼层,7层,无,暂无数据,暂无数据,暂无数据,有,集中供暖
BAOJI2559919968729186304,宝鸡,渭滨区,桥南,中行火炬路家属院,95㎡,整租,南/北,1000元/月,,2室,2厅,1卫,随时入住,暂无数据,需提前预约,中楼层,7层,无,暂无数据,民水,民电,有,集中供暖
BAOJI2557765422627954688,宝鸡,渭滨区,清姜,凌云电器总公司二现场住宅小区,60㎡,整租,南/北,700元/月,,2室,1厅,1卫,随时入住,暂无数据,需提前预约,中楼层,5层,无,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据
BAOJI2559954025504047104,宝鸡,金台区,上马营,宝鸡卷烟厂家属院,67㎡,整租,南/北,650元/月,,2室,1厅,1卫,随时入住,暂无数据,需提前预约,高楼层,6层,无,暂无数据,暂无数据,暂无数据,有,集中供暖
BAOJI2529526876364611584,宝鸡,金台区,大庆路,宏文路49号,73㎡,整租,南,800元/月,半年付价,2室,2厅,1卫,随时入住,1年以内,需提前预约,低楼层,7层,无,暂无数据,民水,民电,有,集中供暖
BAOJI2518124759447764992,宝鸡,金台区,上马营,李家崖59号院,80㎡,整租,南/北,700元/月,,2室,1厅,1卫,随时入住,暂无数据,需提前预约,高楼层,6层,无,暂无数据,暂无数据,暂无数据,有,集中供暖
BAOJI2497574381979705344,宝鸡,金台区,三迪,东方大厦,40㎡,整租,南,1400元/月,,1室,1厅,1卫,随时入住,暂无数据,需提前预约,中楼层,17层,有,暂无数据,暂无数据,暂无数据,暂无数据,集中供暖
BAOJI2480378170386694144,宝鸡,渭滨区,高新区,华厦·世界城,48㎡,整租,西,1600元/月,,1室,1厅,1卫,随时入住,暂无数据,需提前预约,中楼层,21层,有,暂无数据,暂无数据,暂无数据,有,集中供暖
BAOJI2504177854871240704,宝鸡,金台区,三迪,轩苑公寓,45㎡,整租,南,1500元/月,,1室,1厅,1卫,随时入住,暂无数据,一般下班后可看,高楼层,27层,有,暂无数据,民水,民电,无,集中供暖
BAOJI2468050771645054976,宝鸡,渭滨区,高新区,百合高尔夫印象小区,96㎡,整租,南/北,2500元/月,半年付价,2室,2厅,1卫,随时入住,2年以内,需提前预约,高楼层,26层,有,租用车位,民水,民电,有,集中供暖
BAOJI2468050771645054976,宝鸡,渭滨区,高新区,百合高尔夫印象小区,96㎡,整租,南/北,2500元/月,半年付价,2室,2厅,1卫,随时入住,2年以内,需提前预约,高楼层,26层,有,租用车位,民水,民电,有,集中供暖
BAOJI2521507741240410112,宝鸡,金台区,上马营,上馬营東二小區,52㎡,整租,南/北,750元/月,,2室,1厅,1卫,随时入住,暂无数据,需提前预约,高楼层,6层,无,暂无数据,民水,民电,有,集中供暖
BAOJI2540566998371270656,宝鸡,金台区,上马营,東一小區,53㎡,整租,南/北,700元/月,,2室,1厅,1卫,随时入住,暂无数据,需提前预约,高楼层,7层,无,暂无数据,民水,民电,有,集中供暖
BAOJI2506976093852925952,宝鸡,渭滨区,火车站,金陵新村二区,42㎡,整租,东,600元/月,,2室,1厅,1卫,随时入住,暂无数据,需提前预约,中楼层,7层,无,暂无数据,民水,民电,有,集中供暖
BAOJI2563708430037041152,宝鸡,渭滨区,高新区,水木清華,130㎡,整租,南/北,2100元/月,年付价,3室,2厅,2卫,随时入住,1年以内,需提前预约,中楼层,5层,无,租用车位,民水,民电,有,集中供暖
BAOJI2538307617495711744,宝鸡,渭滨区,高新区,万润国际广场,57㎡,整租,南/北,1700元/月,,1室,0厅,1卫,随时入住,暂无数据,需提前预约,中楼层,27层,有,暂无数据,民水,民电,有,集中供暖
BAOJI2494200031620366336,宝鸡,金台区,上马营,西铁宝鸡机务小区,59㎡,整租,南/北,700元/月,半年付价,2室,1厅,1卫,随时入住,1年以内,需提前预约,高楼层,7层,无,租用车位,民水,民电,有,集中供暖
BAOJI2431063272049885184,宝鸡,渭滨区,桥南,建行家属院,70㎡,整租,南/北,800元/月,,2室,1厅,1卫,随时入住,暂无数据,需提前预约,高楼层,5层,无,暂无数据,暂无数据,暂无数据,有,集中供暖
BAOJI2555775614108049408,宝鸡,渭滨区,火车站,香榭里街区,131㎡,整租,西南,2000元/月,,2室,2厅,2卫,随时入住,暂无数据,需提前预约,中楼层,31层,有,暂无数据,民水,民电,有,集中供暖
BAOJI2536255904345759744,宝鸡,渭滨区,高新区,水木清華,52㎡,整租,南/北,1600元/月,,1室,1厅,1卫,随时入住,暂无数据,需提前预约,中楼层,18层,有,暂无数据,民水,民电,有,集中供暖
BAOJI2534015266740764672,宝鸡,渭滨区,高新区,九龙新城,47㎡,整租,南,1700元/月,季付价,1室,1厅,1卫,随时入住,1年以内,需提前预约,中楼层,18层,无,租用车位,暂无数据,暂无数据,有,集中供暖
BAOJI2543376081961369600,宝鸡,渭滨区,高新区,城市公馆,67㎡,整租,南,1800元/月,,1室,1厅,1卫,随时入住,暂无数据,需提前预约,高楼层,18层,有,暂无数据,民水,民电,有,集中供暖
BAOJI2469309987378167808,宝鸡,金台区,三迪,轩苑公寓,50㎡,整租,东,1500元/月,半年付价,1室,1厅,1卫,随时入住,1年以内,需提前预约,低楼层,27层,有,暂无数据,民水,民电,无,集中供暖
BAOJI2500695427540582400,宝鸡,金台区,上马营,石油东山社区,50㎡,整租,南/北,460元/月,,1室,1厅,1卫,随时入住,暂无数据,需提前预约,中楼层,5层,无,暂无数据,暂无数据,民电,有,集中供暖
